Drilling UID,Time (µs),T°,RPM,Spindle Amps (%),Spindle Cmd (%),Feed Pos. (µm),Feed Amps (%),Feed Cmd (%),Clamp Pos. (µm),Clamp Amps (%),Clamp Cmd (%)
H22,4640000,48,2346,19.00,50.70,5846,6.20,-0.48,-6726,25.60,1.34
H22,4645000,48,2380,19.60,49.29,5859,9.10,-1.30,-6726,25.60,1.34
H22,4650000,48,2363,23.60,50.57,5842,10.70,-1.60,-6726,25.10,1.34
H22,4655000,48,2420,13.40,47.87,5793,0.00,-1.23,-6726,26.40,1.34
H22,4660000,48,2439,7.30,47.61,5739,0.00,-0.65,-6726,27.50,1.34
H22,4665000,48,2420,5.90,47.37,5689,0.00,0.10,-6726,27.50,1.34
H22,4670000,48,2420,5.30,48.06,5665,0.00,0.63,-6726,27.40,1.34
H22,4675000,48,2402,3.50,45.97,5657,8.60,1.47,-6726,27.60,1.34
H22,4680000,48,2402,6.40,47.71,5688,6.60,1.73,-6726,27.30,1.34
H22,4685000,48,2402,8.10,47.52,5749,1.30,1.42,-6726,27.20,1.34
H22,4690000,48,2402,6.80,46.44,5807,0.00,1.34,-6726,27.20,1.34
H22,4695000,48,2402,8.70,46.35,5859,0.00,1.14,-6726,27.10,1.34
H22,4700000,48,2380,16.60,48.65,5907,0.00,0.42,-6726,26.10,1.34
H22,4705000,48,2346,26.70,51.85,5940,1.30,-0.52,-6726,24.90,1.34
H22,4710000,48,2380,22.10,50.66,5943,0.10,-1.18,-6726,25.30,1.34
H22,4715000,48,2420,13.20,48.65,5911,2.60,-1.42,-6726,26.70,1.34
H22,4720000,48,2420,15.20,49.85,5866,0.40,-1.28,-6726,26.30,1.34
H22,4725000,48,2439,9.40,46.59,5824,0.00,-1.05,-6726,27.00,1.34
H22,4730000,48,2439,7.30,48.43,5784,0.00,-0.25,-6726,27.20,1.34
H22,4735000,48,2402,11.80,48.29,5750,8.50,01.02,-6726,27.20,1.34
H22,4740000,48,2420,6.70,47.07,5754,17.80,1.77,-6726,27.30,1.34
H22,4745000,48,2420,5.40,45.69,5800,0.00,1.70,-6726,27.80,1.34
H22,4750000,48,2380,8.60,47.48,5860,0.00,1.47,-6726,27.40,1.34
H22,4755000,48,2380,12.00,47.62,5937,0.00,01.05,-6726,26.70,1.34
H22,4760000,48,2380,12.40,48.72,5987,0.00,0.61,-6726,26.70,1.34
H22,4765000,48,2363,31.40,49.81,6022,0.00,-0.07,-6726,26.10,1.34
H22,4770000,48,2308,53.10,51.14,6042,0.00,-1.03,-6726,25.40,1.34
H22,4775000,48,2380,28.80,48.80,6034,1.30,-1.61,-6726,25.30,1.34
H22,4780000,48,2420,15.80,47.92,5994,0.60,-1.46,-6726,26.60,1.34
H22,4785000,48,2402,22.70,48.83,5937,0.00,-0.89,-6726,26.10,1.34
H22,4790000,48,2457,8.30,47.74,5882,0.00,0.12,-6726,27.00,1.34
H22,4795000,48,2420,5.90,46.33,5848,0.40,0.80,-6726,27.70,1.34
H22,4800000,48,2402,10.40,46.98,5849,0.20,1.23,-6726,27.20,1.34
H22,4805000,48,2402,10.70,47.01,5880,1.30,1.44,-6726,27.00,1.34
H22,4810000,48,2420,5.20,46.81,5927,0.00,1.61,-6726,27.80,1.34
H22,4815000,48,2402,10.00,47.62,5982,3.20,1.60,-6726,27.10,1.34
H22,4820000,48,2380,19.70,48.82,6042,0.00,1.15,-6726,26.50,1.34
H22,4825000,48,2363,22.70,48.95,6098,0.00,0.19,-6726,26.50,1.34
H22,4830000,48,2363,34.50,50.10,6134,3.60,-0.73,-6726,25.90,1.34
H22,4835000,48,2292,63.40,53.73,6136,9.90,-1.36,-6726,25.20,1.34
H22,4840000,48,2402,23.10,48.34,6112,0.00,-1.43,-6726,26.10,1.34
H22,4845000,48,2420,5.20,47.91,6054,0.00,-1.12,-6726,27.70,1.34
H22,4850000,48,2420,17.70,48.58,6010,0.00,-0.88,-6726,26.30,1.34
H22,4855000,48,2439,8.40,46.55,5971,0.00,-0.19,-6726,26.90,1.34
H22,4860000,48,2457,4.10,46.48,5942,0.00,0.89,-6726,27.40,1.34
H22,4865000,48,2420,5.30,47.02,5940,13.30,1.82,-6726,27.30,1.34
H22,4870000,48,2402,9.70,47.84,5983,8.30,1.68,-6726,26.80,1.34
H22,4875000,48,2420,3.40,46.73,6044,0.00,1.42,-6726,27.70,1.34
H22,4880000,48,2402,9.30,47.62,6119,0.50,1.10,-6726,27.30,1.34
H22,4885000,48,2363,26.70,49.82,6168,0.20,0.77,-6726,26.30,1.34
H22,4890000,48,2363,17.60,50.06,6205,0.00,0.14,-6726,25.70,1.34
H22,4895000,48,2363,18.00,49.27,6230,0.10,-0.95,-6726,26.20,1.34
H22,4900000,48,2328,28.90,50.55,6224,7.20,-1.55,-6726,25.30,1.34
H22,4905000,48,2380,17.50,48.97,6185,1.60,-1.49,-6726,26.10,1.34
H22,4910000,48,2439,7.90,46.99,6134,0.00,-1.07,-6726,27.40,1.34
H22,4915000,48,2420,8.90,47.67,6080,0.00,-0.17,-6726,27.20,1.34
H22,4920000,48,2439,8.00,47.50,6033,5.30,0.82,-6726,27.20,1.34
H22,4925000,48,2420,3.90,46.23,6036,3.50,1.21,-6726,27.40,1.34
H22,4930000,48,2420,9.30,45.90,6064,3.90,1.45,-6726,27.10,1.34
H22,4935000,48,2402,11.40,49.09,6107,6.30,1.73,-6726,27.10,1.34
H22,4940000,48,2402,9.30,47.78,6164,1.40,1.66,-6726,27.20,1.34
H22,4945000,48,2402,6.20,47.56,6227,0.00,1.10,-6726,27.50,1.34
H22,4950000,48,2346,22.50,49.71,6286,0.00,0.15,-6726,25.70,1.34
H22,4955000,48,2328,29.10,51.17,6322,0.10,-0.70,-6726,25.30,1.34
H22,4960000,48,2346,25.30,50.83,6323,0.00,-1.11,-6726,25.60,1.34
H22,4965000,48,2402,14.70,49.11,6294,2.20,-1.35,-6726,26.30,1.34
H22,4970000,48,2420,13.00,48.94,6250,1.50,-1.28,-6726,26.60,1.34
H22,4975000,48,2420,10.70,47.87,6204,0.00,-0.96,-6726,27.00,1.34
H22,4980000,48,2457,7.40,45.70,6168,0.00,-0.48,-6726,27.20,1.34
H22,4985000,48,2420,12.80,49.58,6135,1.60,0.66,-6726,26.90,1.34
H22,4990000,48,2439,9.70,47.45,6129,8.00,1.61,-6726,26.90,1.34
H22,4995000,48,2420,5.90,47.03,6167,5.80,1.70,-6726,27.30,1.34
H22,5000000,48,2402,10.10,46.64,6224,0.00,1.52,-6726,27.20,1.34
H22,5005000,48,2380,10.80,47.73,6299,0.00,1.21,-6726,27.10,1.34
H22,5010000,48,2402,10.60,47.82,6349,0.00,0.95,-6726,27.10,1.34
H22,5015000,48,2346,17.70,49.92,6390,0.00,0.25,-6726,26.40,1.34
H22,5020000,48,2346,40.10,52.17,6419,3.30,-0.96,-6726,24.90,1.34
H22,5025000,48,2363,36.30,50.89,6414,9.80,-1.52,-6726,25.10,1.34
H22,5030000,48,2402,19.30,48.96,6376,0.00,-1.43,-6726,26.50,1.34
H22,5035000,48,2402,18.70,47.86,6329,0.10,-1.21,-6726,26.60,1.34
H22,5040000,48,2420,11.30,47.89,6279,0.00,-0.51,-6726,26.90,1.34
H22,5045000,48,2480,4.60,47.47,6226,2.00,0.64,-6726,27.50,1.34
H22,5050000,48,2439,8.90,49.13,6216,4.30,1.41,-6726,27.10,1.34
H22,5055000,48,2402,13.00,46.92,6242,1.00,1.66,-6726,27.00,1.34
H22,5060000,48,2420,5.40,46.88,6294,0.40,1.54,-6726,27.90,1.34
H22,5065000,48,2380,12.80,48.74,6349,1.40,1.56,-6726,26.90,1.34
H22,5070000,48,2380,12.80,48.78,6409,0.00,1.21,-6726,26.90,1.34
H22,5075000,48,2380,18.90,49.82,6461,0.00,0.62,-6726,26.30,1.34
H22,5080000,48,2346,30.80,48.98,6496,0.30,-0.18,-6726,26.00,1.34
H22,5085000,48,2328,51.90,51.41,6506,0.10,-0.88,-6726,24.60,1.34
H22,5090000,48,2380,31.70,50.33,6491,10.00,-1.54,-6726,25.50,1.34
H22,5095000,48,2420,4.70,47.06,6446,1.40,-1.36,-6726,28.00,1.34
H22,5100000,48,2420,18.70,49.72,6390,0.00,-0.70,-6726,26.50,1.34
H22,5105000,48,2420,8.60,47.72,6343,0.80,0.08,-6726,26.80,1.34
H22,5110000,48,2457,3.60,45.50,6318,1.20,0.86,-6726,27.40,1.34
H22,5115000,48,2439,6.30,47.20,6316,16.00,1.61,-6726,27.20,1.34
H22,5120000,48,2402,9.50,47.92,6351,10.00,1.69,-6726,27.00,1.34
H22,5125000,48,2420,4.80,46.83,6411,0.10,1.40,-6726,27.60,1.34
H22,5130000,48,2402,8.90,46.69,6482,0.00,1.26,-6726,27.00,1.34
H22,5135000,48,2363,22.80,47.70,6527,0.10,1.21,-6726,26.40,1.34
H22,5140000,48,2363,21.10,50.19,6570,0.00,0.50,-6726,25.30,1.34
H22,5145000,48,2380,17.70,50.35,6601,18.30,-0.58,-6726,26.60,1.34
H22,5150000,48,2346,31.10,52.57,6599,0.00,-1.24,-6726,25.60,1.34
H22,5155000,48,2380,20.70,50.25,6569,0.60,-1.42,-6726,26.00,1.34
H22,5160000,48,2420,9.20,47.09,6526,0.00,-1.35,-6726,27.20,1.34
H22,5165000,48,2402,10.00,47.92,6483,0.00,-0.99,-6726,26.70,1.34
H22,5170000,48,2420,10.10,48.65,6428,4.60,0.16,-6726,27.20,1.34
H22,5175000,48,2420,11.00,49.63,6404,13.40,1.37,-6726,26.90,1.34
H22,5180000,48,2420,7.90,48.25,6423,9.60,1.81,-6726,27.40,1.34
H22,5185000,48,2420,13.80,49.33,6475,0.00,1.65,-6726,26.60,1.34
H22,5190000,48,2420,9.10,47.14,6534,0.00,1.52,-6726,27.10,1.34
H22,5195000,48,2420,6.80,47.88,6598,0.00,01.06,-6726,27.40,1.34
H22,5200000,48,2363,22.00,51.75,6646,0.00,0.64,-6726,26.10,1.34
H22,5205000,48,2363,26.30,51.27,6678,0.00,0.04,-6726,25.90,1.34
H22,5210000,48,2363,26.20,49.83,6698,0.60,-0.99,-6726,25.80,1.34
H22,5215000,48,2380,22.90,50.16,6691,12.70,-1.81,-6726,25.70,1.34
H22,5220000,48,2402,14.80,49.22,6644,0.20,-1.57,-6726,26.70,1.34
H22,5225000,48,2420,10.60,48.07,6578,0.00,-0.54,-6726,26.70,1.34
H22,5230000,48,2402,6.00,46.64,6521,3.10,0.55,-6726,27.30,1.34
H22,5235000,48,2402,15.10,48.49,6506,1.10,0.81,-6726,27.50,1.34
H22,5240000,48,2420,11.30,47.47,6507,1.00,1.41,-6726,26.90,1.34
H22,5245000,48,2457,4.90,46.14,6539,0.30,1.52,-6726,27.80,1.34
H22,5250000,48,2402,12.70,46.85,6606,0.50,1.43,-6726,27.00,1.34
H22,5255000,48,2380,15.00,46.78,6657,0.90,1.60,-6726,26.70,1.34
H22,5260000,48,2402,10.50,46.86,6712,0.20,1.24,-6726,27.40,1.34
H22,5265000,48,2363,17.30,48.95,6765,0.00,0.27,-6726,26.60,1.34
H22,5270000,48,2328,38.00,52.18,6794,0.60,-0.70,-6726,25.50,1.34
H22,5275000,48,2346,38.00,51.77,6795,4.80,-1.42,-6726,25.20,1.34
H22,5280000,48,2420,19.60,48.19,6763,3.40,-1.44,-6726,26.10,1.34
H22,5285000,48,2380,19.40,47.84,6710,0.00,-0.98,-6726,26.40,1.34
H22,5290000,48,2402,18.20,47.12,6666,0.00,-0.73,-6726,26.60,1.34
H22,5295000,48,2439,3.20,46.69,6620,1.70,0.06,-6726,27.80,1.34
H22,5300000,48,2420,12.00,49.45,6598,5.40,01.08,-6726,27.00,1.34
H22,5305000,48,2420,14.00,48.25,6598,40.50,2.18,-6726,26.80,1.34
H22,5310000,48,2457,5.90,44.96,6644,23.40,2.17,-6726,27.30,1.34
H22,5315000,48,2420,9.40,47.89,6722,0.00,1.26,-6726,27.00,1.34
H22,5320000,48,2402,16.30,47.86,6798,0.00,0.41,-6726,26.40,1.34
H22,5325000,48,2363,21.30,50.02,6855,8.00,-0.20,-6726,26.30,1.34
H22,5330000,48,2363,30.00,51.21,6878,0.00,-0.36,-6726,25.90,1.34
H22,5335000,48,2328,40.30,51.72,6883,0.00,-0.75,-6726,25.50,1.34
H22,5340000,48,2380,28.00,48.26,6873,6.60,-1.45,-6726,25.80,1.34
H22,5345000,48,2439,4.30,46.16,6838,5.40,-1.66,-6726,27.70,1.34
H22,5350000,48,2380,22.70,49.96,6783,0.00,-1.07,-6726,26.40,1.34
H22,5355000,48,2402,11.10,48.87,6725,0.00,0.05,-6726,26.60,1.34
H22,5360000,48,2420,4.70,45.50,6692,0.30,0.89,-6726,27.80,1.34
H22,5365000,48,2439,7.60,46.35,6695,0.20,1.26,-6726,27.30,1.34
H22,5370000,48,2439,8.00,48.03,6725,1.50,1.49,-6726,27.30,1.34
H22,5375000,48,2420,7.80,46.91,6768,0.00,1.77,-6726,27.20,1.34
H22,5380000,48,2402,8.80,46.71,6837,2.60,1.66,-6726,27.30,1.34
H22,5385000,48,2380,17.70,48.72,6903,0.10,0.97,-6726,26.60,1.34
H22,5390000,48,2380,24.00,49.19,6957,0.00,-0.02,-6726,26.10,1.34
H22,5395000,48,2363,22.60,50.32,6984,0.80,-0.83,-6726,26.20,1.34
H22,5400000,48,2346,37.40,51.65,6981,2.90,-1.26,-6726,25.10,1.34
H22,5405000,48,2402,21.60,49.16,6953,0.10,-1.44,-6726,26.40,1.34
H22,5410000,48,2420,9.70,46.02,6905,0.00,-1.13,-6726,27.30,1.34
H22,5415000,48,2402,11.10,46.72,6856,0.00,-0.72,-6726,27.10,1.34
H22,5420000,48,2402,8.80,48.63,6811,0.40,-0.05,-6726,27.40,1.34
H22,5425000,48,2420,8.60,47.43,6790,0.80,0.84,-6726,27.20,1.34
H22,5430000,48,2439,6.30,47.24,6791,8.80,1.84,-6726,27.30,1.34
H22,5435000,48,2420,12.30,47.03,6834,9.10,1.85,-6726,26.80,1.34
H22,5440000,48,2439,12.90,47.23,6903,0.00,1.30,-6726,26.90,1.34
H22,5445000,48,2439,6.50,46.96,6968,0.00,0.90,-6726,27.20,1.34
H22,5450000,48,2363,25.60,50.80,7020,0.00,0.49,-6726,25.80,1.34
H22,5455000,48,2363,30.70,51.30,7060,3.90,-0.27,-6726,25.60,1.34
H22,5460000,48,2346,28.70,51.58,7079,0.20,-1.02,-6726,26.00,1.34
H22,5465000,48,2363,28.30,50.08,7066,12.10,-1.55,-6726,26.10,1.34
H22,5470000,48,2402,15.60,48.10,7024,0.90,-1.44,-6726,26.70,1.34
H22,5475000,48,2420,9.50,48.10,6973,0.00,-1.04,-6726,27.20,1.34
H22,5480000,48,2420,5.50,47.84,6923,0.00,-0.24,-6726,27.30,1.34
H22,5485000,48,2402,15.30,47.49,6883,4.60,0.78,-6726,26.50,1.34
H22,5490000,48,2402,11.00,46.37,6872,21.40,1.59,-6726,27.10,1.34
H22,5495000,48,2457,4.00,47.32,6900,11.40,1.73,-6726,27.80,1.34
H22,5500000,48,2420,13.30,47.88,6954,0.20,1.59,-6726,27.00,1.34
H22,5505000,48,2420,14.60,47.91,7024,2.10,1.49,-6726,26.70,1.34
H22,5510000,48,2402,10.60,45.77,7083,0.00,1.10,-6726,27.30,1.34
H22,5515000,48,2363,20.80,48.86,7131,0.00,0.47,-6726,26.60,1.34
H22,5520000,48,2363,26.80,51.22,7162,0.30,-0.39,-6726,25.80,1.34
H22,5525000,48,2363,29.90,50.75,7164,0.00,-1.01,-6726,25.30,1.34
H22,5530000,48,2402,14.90,48.95,7145,1.10,-1.42,-6726,26.70,1.34
H22,5535000,48,2402,17.50,50.05,7103,2.10,-1.34,-6726,26.60,1.34
H22,5540000,48,2402,15.60,47.91,7052,0.00,-0.81,-6726,26.60,1.34
H22,5545000,48,2439,3.10,46.79,7001,0.00,-0.08,-6726,27.90,1.34
H22,5550000,48,2402,9.70,48.34,6977,0.90,0.87,-6726,27.30,1.34
H22,5555000,48,2420,13.60,48.19,6977,21.80,1.77,-6726,26.90,1.34
H22,5560000,48,2439,5.00,46.13,7017,8.60,1.89,-6726,27.40,1.34
H22,5565000,48,2420,8.20,46.94,7083,0.00,1.40,-6726,27.00,1.34
H22,5570000,48,2420,10.20,49.05,7147,0.00,01.05,-6726,27.10,1.34
H22,5575000,48,2402,15.00,50.02,7198,0.00,0.73,-6726,26.70,1.34
H22,5580000,48,2380,20.00,50.09,7242,0.00,-0.09,-6726,26.40,1.34
H22,5585000,48,2346,37.60,52.28,7268,2.00,-0.96,-6726,25.10,1.34
H22,5590000,48,2363,34.10,51.19,7253,2.10,-1.37,-6726,25.20,1.34
H22,5595000,48,2439,6.00,46.18,7216,0.00,-1.41,-6726,27.20,1.34
H22,5600000,48,2380,17.50,49.98,7172,0.00,-1.29,-6726,26.60,1.34
H22,5605000,48,2402,11.80,47.78,7126,0.00,-0.72,-6726,27.10,1.34
H22,5610000,48,2420,6.30,47.57,7082,1.50,0.42,-6726,27.80,1.34
H22,5615000,48,2402,9.20,47.25,7062,3.60,1.52,-6726,27.30,1.34
H22,5620000,48,2402,7.40,47.28,7082,3.40,1.83,-6726,27.30,1.34
H22,5625000,48,2420,8.30,48.03,7135,0.60,1.65,-6726,27.60,1.34
H22,5630000,48,2420,8.10,47.83,7208,0.20,1.46,-6726,27.40,1.34
H22,5635000,48,2402,13.40,49.70,7270,0.40,0.99,-6726,26.70,1.34
H22,5640000,48,2380,27.00,49.06,7318,0.00,0.39,-6726,26.10,1.34
H22,5645000,48,2420,20.70,49.53,7348,1.10,-0.33,-6726,26.40,1.34
H22,5650000,48,2346,42.60,53.58,7360,10.40,-1.27,-6726,25.60,1.34
H22,5655000,48,2380,31.70,51.26,7350,22.80,-1.92,-6726,25.50,1.34
H22,5660000,48,2439,11.70,49.27,7295,1.20,-1.29,-6726,27.10,1.34
H22,5665000,48,2402,13.20,48.90,7229,0.00,-0.24,-6726,26.70,1.34
H22,5670000,48,2420,7.70,46.80,7176,5.50,0.47,-6726,27.50,1.34
H22,5675000,48,2420,8.20,47.56,7164,0.70,0.88,-6726,27.50,1.34
H22,5680000,48,2420,6.50,48.25,7162,28.10,1.79,-6726,27.30,1.34
H22,5685000,48,2402,13.10,47.05,7197,15.00,2.00,-6726,27.00,1.34
H22,5690000,48,2402,13.90,47.10,7268,0.00,1.36,-6726,27.00,1.34
H22,5695000,48,2439,3.80,45.99,7334,0.00,0.91,-6726,27.60,1.34
H22,5700000,48,2380,27.20,49.94,7392,0.00,0.38,-6726,26.20,1.34
H22,5705000,48,2363,33.20,50.36,7438,2.70,-0.32,-6726,25.90,1.34
H22,5710000,48,2380,30.40,50.64,7447,0.00,-0.54,-6726,25.90,1.34
H22,5715000,48,2380,31.40,51.90,7435,0.40,-0.97,-6726,25.70,1.34
H22,5720000,48,2420,14.60,47.11,7410,1.70,-1.44,-6726,27.00,1.34
H22,5725000,48,2420,13.60,47.97,7370,1.60,-1.47,-6726,27.20,1.34
H22,5730000,48,2420,8.40,47.77,7322,0.00,-0.92,-6726,27.20,1.34
H22,5735000,48,2402,14.30,48.52,7274,3.60,0.30,-6726,27.50,1.34
H22,5740000,48,2402,12.10,48.42,7247,13.20,1.52,-6726,27.10,1.34
H22,5745000,48,2420,2.60,45.36,7269,11.90,1.77,-6726,27.80,1.34
H22,5750000,48,2420,13.00,47.99,7319,4.90,1.61,-6726,27.10,1.34
H22,5755000,48,2420,16.30,47.93,7391,0.00,1.43,-6726,26.60,1.34
H22,5760000,48,2439,10.20,48.98,7452,0.00,01.05,-6726,27.30,1.34
H22,5765000,48,2402,20.40,49.80,7499,0.00,0.61,-6726,26.40,1.34
H22,5770000,48,2363,22.90,50.14,7531,0.00,-0.13,-6726,25.60,1.34
H22,5775000,48,2363,26.60,50.74,7551,9.70,-1.29,-6726,26.00,1.34
H22,5780000,48,2402,18.80,49.08,7539,9.80,-1.84,-6726,26.40,1.34
H22,5785000,48,2402,19.90,50.18,7491,0.00,-1.41,-6726,26.40,1.34
H22,5790000,48,2402,18.10,49.18,7427,0.00,-0.48,-6726,26.40,1.34
H22,5795000,48,2439,2.90,45.97,7365,4.40,0.49,-6726,27.90,1.34
H22,5800000,48,2402,8.00,47.47,7356,0.00,0.70,-6726,27.50,1.34
H22,5805000,48,2402,10.40,48.30,7361,0.30,1.23,-6726,27.00,1.34
H22,5810000,48,2402,5.90,45.03,7392,0.50,1.61,-6726,28.00,1.34
H22,5815000,48,2380,9.70,48.99,7444,2.70,1.63,-6726,27.30,1.34
H22,5820000,48,2420,8.50,46.98,7501,3.00,1.54,-6726,27.10,1.34
H22,5825000,48,2402,10.90,47.85,7560,0.00,0.99,-6726,27.10,1.34
H22,5830000,48,2380,14.70,49.08,7612,0.00,0.05,-6726,26.80,1.34
H22,5835000,48,2346,29.10,51.18,7640,0.10,-0.74,-6726,26.30,1.34
H22,5840000,48,2363,34.30,51.97,7640,11.90,-1.51,-6726,25.60,1.34
H22,5845000,48,2457,5.50,46.12,7604,1.90,-1.50,-6726,27.40,1.34
H22,5850000,48,2402,16.30,48.77,7547,0.00,-0.91,-6726,26.70,1.34
H22,5855000,48,2420,15.60,47.87,7500,0.00,-0.49,-6726,26.50,1.34
H22,5860000,48,2420,5.90,47.54,7460,8.90,0.36,-6726,27.50,1.34
H22,5865000,48,2402,8.90,49.41,7442,6.40,1.26,-6726,27.40,1.34
H22,5870000,48,2402,10.50,46.13,7447,31.50,02.03,-6726,27.20,1.34
H22,5875000,48,2420,7.00,46.10,7496,11.60,1.82,-6726,27.30,1.34
H22,5880000,48,2420,8.50,47.82,7581,0.40,1.20,-6726,27.20,1.34
H22,5885000,48,2420,11.80,48.82,7645,0.10,0.71,-6726,27.50,1.34
H22,5890000,48,2363,29.80,50.04,7695,0.00,0.18,-6726,26.40,1.34
H22,5895000,48,2402,15.70,48.21,7730,0.00,-0.54,-6726,27.10,1.34
H22,5900000,48,2346,47.40,51.40,7738,1.10,-1.15,-6726,25.50,1.34
H22,5905000,48,2380,35.30,50.26,7724,4.10,-1.59,-6726,25.70,1.34
H22,5910000,48,2457,10.20,47.18,7681,0.70,-1.43,-6726,26.90,1.34
H22,5915000,48,2402,14.20,49.98,7631,0.00,-1.04,-6726,26.40,1.34
H22,5920000,48,2420,9.50,46.60,7570,0.00,-0.11,-6726,27.40,1.34
H22,5925000,48,2402,8.20,46.54,7537,2.00,0.91,-6726,27.60,1.34
H22,5930000,48,2420,6.60,47.23,7542,7.30,1.36,-6726,27.30,1.34
H22,5935000,48,2402,12.00,48.00,7578,1.20,1.45,-6726,27.60,1.34
H22,5940000,48,2402,16.60,47.05,7624,0.00,1.75,-6726,26.90,1.34
H22,5945000,48,2420,3.40,44.88,7680,0.00,1.64,-6726,28.00,1.34
H22,5950000,48,2402,16.20,49.85,7747,0.00,0.86,-6726,27.20,1.34
H22,5955000,48,2363,28.70,49.99,7801,0.00,-0.09,-6726,26.40,1.34
H22,5960000,48,2380,31.00,50.38,7829,0.00,-0.72,-6726,26.20,1.34
H22,5965000,48,2380,38.70,51.63,7825,2.70,-1.30,-6726,25.80,1.34
H22,5970000,48,2420,16.80,48.90,7793,0.30,-1.41,-6726,26.60,1.34
H22,5975000,48,2420,11.20,47.78,7744,0.00,-1.09,-6726,26.80,1.34
H22,5980000,48,2439,8.70,46.75,7694,0.00,-0.60,-6726,27.30,1.34
H22,5985000,48,2402,9.60,48.39,7659,0.00,0.03,-6726,27.50,1.34
H22,5990000,48,2402,14.10,48.31,7635,0.00,0.99,-6726,26.80,1.34
H22,5995000,48,2439,2.90,46.20,7638,5.50,1.78,-6726,28.00,1.34
H22,6000000,48,2402,6.00,46.87,7679,3.30,1.82,-6726,27.50,1.34
H22,6005000,48,2402,13.30,47.80,7759,0.00,1.32,-6726,26.90,1.34
H22,6010000,48,2420,9.10,47.72,7819,1.10,01.03,-6726,27.40,1.34
H22,6015000,48,2402,15.70,49.74,7870,0.00,0.57,-6726,26.70,1.34
H22,6020000,48,2363,20.50,50.08,7913,4.10,-0.39,-6726,26.20,1.34
H22,6025000,48,2346,27.00,50.47,7927,0.80,-1.11,-6726,25.70,1.34
H22,6030000,48,2380,16.20,49.99,7912,5.00,-1.45,-6726,26.60,1.34
H22,6035000,48,2420,12.80,47.94,7872,2.50,-1.36,-6726,27.10,1.34
H22,6040000,48,2420,14.10,48.84,7826,0.00,-1.18,-6726,26.70,1.34
H22,6045000,48,2439,3.30,45.79,7773,0.10,-0.60,-6726,27.70,1.34
H22,6050000,48,2420,8.60,47.30,7732,3.00,0.61,-6726,27.40,1.34
H22,6055000,48,2402,14.90,47.31,7718,25.50,1.70,-6726,26.60,1.34
H22,6060000,48,2420,7.10,48.11,7754,4.80,1.71,-6726,27.70,1.34
H22,6065000,48,2380,9.60,48.92,7810,0.00,1.59,-6726,27.50,1.34
H22,6070000,48,2402,7.30,46.84,7870,0.00,1.39,-6726,27.50,1.34
H22,6075000,48,2380,7.80,46.62,7931,0.00,0.92,-6726,27.40,1.34
H22,6080000,48,2380,14.00,48.91,7977,0.00,0.33,-6726,26.90,1.34
H22,6085000,48,2363,25.00,52.01,8007,1.00,-0.41,-6726,26.00,1.34
H22,6090000,48,2346,31.60,52.61,8013,1.40,-1.16,-6726,25.20,1.34
H22,6095000,48,2439,9.30,48.05,7991,3.80,-1.64,-6726,27.20,1.34
H22,6100000,48,2420,16.80,47.74,7938,0.00,-1.13,-6726,26.40,1.34
H22,6105000,48,2420,16.00,48.81,7881,0.00,-0.38,-6726,26.90,1.34
H22,6110000,48,2420,5.30,47.53,7839,3.60,0.33,-6726,28.10,1.34
H22,6115000,48,2402,11.70,48.18,7823,0.00,0.96,-6726,27.40,1.34
H22,6120000,48,2402,11.00,47.09,7824,16.50,1.77,-6726,27.10,1.34
H22,6125000,48,2402,6.40,45.88,7864,4.00,1.76,-6726,27.90,1.34
H22,6130000,48,2402,7.30,46.88,7942,0.00,1.33,-6726,27.60,1.34
H22,6135000,48,2380,11.40,48.95,8000,0.00,1.14,-6726,26.80,1.34
H22,6140000,48,2346,34.90,50.98,8049,0.00,0.81,-6726,26.20,1.34
H22,6145000,48,2402,12.70,47.16,8091,0.00,-0.06,-6726,27.20,1.34
H22,6150000,48,2346,46.20,51.26,8107,0.00,-0.71,-6726,26.30,1.34
H22,6155000,48,2346,45.90,50.96,8100,0.20,-1.32,-6726,26.20,1.34
H22,6160000,48,2439,9.70,48.23,8066,0.00,-1.41,-6726,27.30,1.34
H22,6165000,48,2420,13.10,48.80,8020,0.10,-1.24,-6726,27.30,1.34
H22,6170000,48,2420,14.20,48.74,7967,0.30,-0.69,-6726,26.80,1.34
H22,6175000,48,2420,6.80,46.48,7926,1.10,0.42,-6726,27.80,1.34
H22,6180000,48,2402,10.30,48.27,7906,8.20,1.69,-6726,27.40,1.34
H22,6185000,48,2402,10.70,48.08,7939,0.90,1.73,-6726,27.10,1.34
H22,6190000,48,2402,12.40,48.00,7994,0.00,1.55,-6726,26.90,1.34
H22,6195000,48,2420,3.80,46.95,8055,0.00,1.35,-6726,27.80,1.34
H22,6200000,48,2402,13.20,46.76,8113,0.00,0.99,-6726,27.40,1.34
H22,6205000,48,2346,33.90,49.04,8160,0.00,0.53,-6726,26.70,1.34
H22,6210000,48,2363,28.40,49.39,8193,2.60,-0.20,-6726,26.60,1.34
H22,6215000,48,2346,40.30,50.65,8207,5.30,-1.26,-6726,26.10,1.34
H22,6220000,48,2380,29.70,50.10,8190,18.00,-1.90,-6726,26.10,1.34
H22,6225000,48,2402,10.30,48.99,8134,0.00,-1.22,-6726,26.90,1.34
H22,6230000,48,2439,7.20,46.89,8068,0.00,-0.16,-6726,27.50,1.34
