timestamp, reference, outil, assembly, clamp_weight, speed, feed, peak_frequency, peak_amplitude, deltatime
1687952030323, momo, dede, asna2392-3-04.217, 50, 2800, 80, 16, 0.1, 44
1687952030418, momo, dede, asna2392-3-04.218, 50, 2800, 80, 16, 0.1, 47
1687952030513, momo, dede, asna2392-3-04.219, 50, 2800, 80, 16, 0.1, 46
1687952030612, momo, dede, asna2392-3-04.220, 50, 2800, 80, 16, 0.1, 48
1687952030710, momo, dede, asna2392-3-04.221, 50, 2800, 80, 16, 0.1, 45
1687952030950, momo, dede, asna2392-3-04.185, 50, 2800, 80, 16, 0.1, 49
1687952031053, momo, dede, asna2392-3-04.213, 50, 2800, 80, 16, 0.1, 50
1687952031159, momo, dede, asna2392-3-04.214, 50, 2800, 80, 16, 0.1, 48
1687952031256, momo, dede, asna2392-3-04.215, 50, 2800, 80, 16, 0.1, 48
1687952031357, momo, dede, asna2392-3-04.216, 50, 2800, 80, 16, 0.1, 51
1687952031605, momo, dede, asna2392-3-04.222, 50, 2800, 80, 16, 0.1, 47
1687952031715, momo, dede, asna2392-3-04.223, 50, 2800, 80, 16, 0.1, 37
1687952031803, momo, dede, asna2392-3-04.224, 50, 2800, 80, 16, 0.1, 44
1687952031898, momo, dede, asna2392-3-04.225, 50, 2800, 80, 16, 0.1, 50
1687952031999, momo, dede, asna2392-3-05.249, 50, 2800, 80, 16, 0.1, 48
1687952032099, momo, dede, asna2392-3-05.250, 50, 2800, 80, 16, 0.1, 47
1687952032343, momo, dede, asna2392-3-04.229, 50, 2800, 80, 16, 0.1, 43
1687952032437, momo, dede, asna2392-3-04.228, 50, 2800, 80, 16, 0.1, 46
1687952032535, momo, dede, asna2392-3-04.227, 50, 2800, 80, 16, 0.1, 44
1687952032628, momo, dede, asna2392-3-04.226, 50, 2800, 80, 16, 0.1, 47
1687952032730, momo, dede, asna2392-3-05.246, 50, 2800, 80, 16, 0.1, 49
1687952032840, momo, dede, asna2392-3-05.245, 50, 2800, 80, 16, 0.1, 39
1687952033092, momo, dede, asna2392-3-04.179, 50, 2800, 80, 16, 0.1, 44
1687952033186, momo, dede, asna2392-3-04.177, 50, 2800, 80, 16, 0.1, 45
1687952033281, momo, dede, asna2392-3-04.176, 50, 2800, 80, 16, 0.1, 50
1687952033387, momo, dede, asna2392-3-04.178, 50, 2800, 80, 16, 0.1, 47
1687952033486, momo, dede, asna2392-3-04.175, 50, 2800, 80, 16, 0.1, 44
1687952033726, momo, dede, asna2392-3-04.184, 50, 2800, 80, 16, 0.1, 45
1687952033826, momo, dede, asna2392-3-04.183, 50, 2800, 80, 16, 0.1, 44
1687952033922, momo, dede, asna2392-3-04.182, 50, 2800, 80, 16, 0.1, 44
1687952034021, momo, dede, asna2392-3-04.181, 50, 2800, 80, 16, 0.1, 52
1687952034124, momo, dede, asna2392-3-04.180, 50, 2800, 80, 16, 0.1, 43
1687952034367, momo, dede, asna2392-3-04.171, 50, 2800, 80, 16, 0.1, 44
1687952034461, momo, dede, asna2392-3-04.172, 50, 2800, 80, 16, 0.1, 46
1687952034557, momo, dede, asna2392-3-04.173, 50, 2800, 80, 16, 0.1, 50
1687952034658, momo, dede, asna2392-3-04.174, 50, 2800, 80, 16, 0.1, 44
1687952034757, momo, dede, asna2392-3-05.241, 50, 2800, 80, 16, 0.1, 45
1687952034858, momo, dede, asna2392-3-05.242, 50, 2800, 80, 16, 0.1, 45
1687952034961, momo, dede, asna2392-3-07.171, 50, 2800, 80, 16, 0.1, 50
1687952035063, momo, dede, asna2392-3-07.172, 50, 2800, 80, 16, 0.1, 45
1687952035310, momo, dede, asna2392-3-04.167, 50, 2800, 80, 16, 0.1, 51
1687952035413, momo, dede, asna2392-3-04.168, 50, 2800, 80, 16, 0.1, 46
1687952035512, momo, dede, asna2392-3-04.169, 50, 2800, 80, 16, 0.1, 44
1687952035609, momo, dede, asna2392-3-04.170, 50, 2800, 80, 16, 0.1, 46
1687952035709, momo, dede, asna2392-3-05.239, 50, 2800, 80, 16, 0.1, 47
1687952035804, momo, dede, asna2392-3-05.240, 50, 2800, 80, 16, 0.1, 47
1687952035902, momo, dede, asna2392-3-07.169, 50, 2800, 80, 16, 0.1, 45
1687952036003, momo, dede, asna2392-3-07.170, 50, 2800, 80, 16, 0.1, 46
1687952079145, momo, dede, asna2392-3-04.217, 50, 2300, 60, 16, 0.1, 46
1687952079244, momo, dede, asna2392-3-04.218, 50, 2300, 60, 16, 0.1, 52
1687952079351, momo, dede, asna2392-3-04.219, 50, 2300, 60, 16, 0.1, 46
1687952079447, momo, dede, asna2392-3-04.220, 50, 2300, 60, 16, 0.1, 52
1687952079553, momo, dede, asna2392-3-04.221, 50, 2300, 60, 16, 0.1, 46
1687952079798, momo, dede, asna2392-3-04.185, 50, 2300, 60, 16, 0.1, 45
1687952079895, momo, dede, asna2392-3-04.213, 50, 2300, 60, 16, 0.1, 50
1687952079997, momo, dede, asna2392-3-04.214, 50, 2300, 60, 16, 0.1, 50
1687952080102, momo, dede, asna2392-3-04.215, 50, 2300, 60, 16, 0.1, 47
1687952080209, momo, dede, asna2392-3-04.216, 50, 2300, 60, 16, 0.1, 48
1687952080463, momo, dede, asna2392-3-04.222, 50, 2300, 60, 16, 0.1, 50
1687952080563, momo, dede, asna2392-3-04.223, 50, 2300, 60, 16, 0.1, 45
1687952080658, momo, dede, asna2392-3-04.224, 50, 2300, 60, 16, 0.1, 49
1687952080761, momo, dede, asna2392-3-04.225, 50, 2300, 60, 16, 0.1, 45
1687952080864, momo, dede, asna2392-3-05.249, 50, 2300, 60, 16, 0.1, 47
1687952080970, momo, dede, asna2392-3-05.250, 50, 2300, 60, 16, 0.1, 44
1687952081217, momo, dede, asna2392-3-04.229, 50, 2300, 60, 16, 0.1, 46
1687952081313, momo, dede, asna2392-3-04.228, 50, 2300, 60, 16, 0.1, 49
1687952081418, momo, dede, asna2392-3-04.227, 50, 2300, 60, 16, 0.1, 45
1687952081518, momo, dede, asna2392-3-04.226, 50, 2300, 60, 16, 0.1, 49
1687952081617, momo, dede, asna2392-3-05.246, 50, 2300, 60, 16, 0.1, 50
1687952081716, momo, dede, asna2392-3-05.245, 50, 2300, 60, 16, 0.1, 49
1687952081967, momo, dede, asna2392-3-04.179, 50, 2300, 60, 16, 0.1, 48
1687952082070, momo, dede, asna2392-3-04.177, 50, 2300, 60, 16, 0.1, 49
1687952082167, momo, dede, asna2392-3-04.176, 50, 2300, 60, 16, 0.1, 48
1687952082266, momo, dede, asna2392-3-04.178, 50, 2300, 60, 16, 0.1, 47
1687952082369, momo, dede, asna2392-3-04.175, 50, 2300, 60, 16, 0.1, 47
1687952082622, momo, dede, asna2392-3-04.184, 50, 2300, 60, 16, 0.1, 45
1687952082721, momo, dede, asna2392-3-04.183, 50, 2300, 60, 16, 0.1, 50
1687952082820, momo, dede, asna2392-3-04.182, 50, 2300, 60, 16, 0.1, 49
1687952082916, momo, dede, asna2392-3-04.181, 50, 2300, 60, 16, 0.1, 51
1687952083015, momo, dede, asna2392-3-04.180, 50, 2300, 60, 16, 0.1, 48
1687952083268, momo, dede, asna2392-3-04.171, 50, 2300, 60, 16, 0.1, 51
1687952083373, momo, dede, asna2392-3-04.172, 50, 2300, 60, 16, 0.1, 46
1687952083469, momo, dede, asna2392-3-04.173, 50, 2300, 60, 16, 0.1, 50
1687952083570, momo, dede, asna2392-3-04.174, 50, 2300, 60, 16, 0.1, 45
1687952083672, momo, dede, asna2392-3-05.241, 50, 2300, 60, 16, 0.1, 44
1687952083768, momo, dede, asna2392-3-05.242, 50, 2300, 60, 16, 0.1, 52
1687952083870, momo, dede, asna2392-3-07.171, 50, 2300, 60, 16, 0.1, 46
1687952083964, momo, dede, asna2392-3-07.172, 50, 2300, 60, 16, 0.1, 49
1687952084216, momo, dede, asna2392-3-04.167, 50, 2300, 60, 16, 0.1, 47
1687952084315, momo, dede, asna2392-3-04.168, 50, 2300, 60, 16, 0.1, 44
1687952084416, momo, dede, asna2392-3-04.169, 50, 2300, 60, 16, 0.1, 46
1687952084515, momo, dede, asna2392-3-04.170, 50, 2300, 60, 16, 0.1, 47
1687952084615, momo, dede, asna2392-3-05.239, 50, 2300, 60, 16, 0.1, 44
1687952084714, momo, dede, asna2392-3-05.240, 50, 2300, 60, 16, 0.1, 48
1687952084813, momo, dede, asna2392-3-07.169, 50, 2300, 60, 16, 0.1, 48
1687952084915, momo, dede, asna2392-3-07.170, 50, 2300, 60, 16, 0.1, 47
1687952295050, lulu, dede, asna2392-3-04.217, 50, 2200, 90, 12, 3, 47
1687952295148, lulu, dede, asna2392-3-04.218, 50, 2200, 90, 12, 3, 43
1687952295243, lulu, dede, asna2392-3-04.219, 50, 2200, 90, 12, 3, 43
1687952295341, lulu, dede, asna2392-3-04.220, 50, 2200, 90, 12, 3, 46
1687952295441, lulu, dede, asna2392-3-04.221, 50, 2200, 90, 12, 3, 46
1687952295685, lulu, dede, asna2392-3-04.185, 50, 2200, 90, 12, 3, 50
1687952295785, lulu, dede, asna2392-3-04.213, 50, 2200, 90, 12, 3, 51
1687952295890, lulu, dede, asna2392-3-04.214, 50, 2200, 90, 12, 3, 44
1687952295988, lulu, dede, asna2392-3-04.215, 50, 2200, 90, 12, 3, 48
1687952296088, lulu, dede, asna2392-3-04.216, 50, 2200, 90, 12, 3, 49
1687952296340, lulu, dede, asna2392-3-04.222, 50, 2200, 90, 12, 3, 46
1687952296441, lulu, dede, asna2392-3-04.223, 50, 2200, 90, 12, 3, 48
1687952296536, lulu, dede, asna2392-3-04.224, 50, 2200, 90, 12, 3, 48
1687952296635, lulu, dede, asna2392-3-04.225, 50, 2200, 90, 12, 3, 49
1687952296736, lulu, dede, asna2392-3-05.249, 50, 2200, 90, 12, 3, 47
1687952296836, lulu, dede, asna2392-3-05.250, 50, 2200, 90, 12, 3, 43
1687952297076, lulu, dede, asna2392-3-04.229, 50, 2200, 90, 12, 3, 47
1687952297176, lulu, dede, asna2392-3-04.228, 50, 2200, 90, 12, 3, 43
1687952297275, lulu, dede, asna2392-3-04.227, 50, 2200, 90, 12, 3, 46
1687952297374, lulu, dede, asna2392-3-04.226, 50, 2200, 90, 12, 3, 45
1687952297473, lulu, dede, asna2392-3-05.246, 50, 2200, 90, 12, 3, 50
1687952297573, lulu, dede, asna2392-3-05.245, 50, 2200, 90, 12, 3, 45
1687952297827, lulu, dede, asna2392-3-04.179, 50, 2200, 90, 12, 3, 54
1687952297937, lulu, dede, asna2392-3-04.177, 50, 2200, 90, 12, 3, 48
1687952298039, lulu, dede, asna2392-3-04.176, 50, 2200, 90, 12, 3, 46
1687952298141, lulu, dede, asna2392-3-04.178, 50, 2200, 90, 12, 3, 43
1687952298232, lulu, dede, asna2392-3-04.175, 50, 2200, 90, 12, 3, 48
1687952298476, lulu, dede, asna2392-3-04.184, 50, 2200, 90, 12, 3, 47
1687952298573, lulu, dede, asna2392-3-04.183, 50, 2200, 90, 12, 3, 45
1687952298674, lulu, dede, asna2392-3-04.182, 50, 2200, 90, 12, 3, 49
1687952298778, lulu, dede, asna2392-3-04.181, 50, 2200, 90, 12, 3, 44
1687952298877, lulu, dede, asna2392-3-04.180, 50, 2200, 90, 12, 3, 50
1687952299130, lulu, dede, asna2392-3-04.171, 50, 2200, 90, 12, 3, 45
1687952299224, lulu, dede, asna2392-3-04.172, 50, 2200, 90, 12, 3, 47
1687952299326, lulu, dede, asna2392-3-04.173, 50, 2200, 90, 12, 3, 50
1687952299430, lulu, dede, asna2392-3-04.174, 50, 2200, 90, 12, 3, 41
1687952299520, lulu, dede, asna2392-3-05.241, 50, 2200, 90, 12, 3, 47
1687952299620, lulu, dede, asna2392-3-05.242, 50, 2200, 90, 12, 3, 43
1687952299712, lulu, dede, asna2392-3-07.171, 50, 2200, 90, 12, 3, 47
1687952299810, lulu, dede, asna2392-3-07.172, 50, 2200, 90, 12, 3, 45
1687952300050, lulu, dede, asna2392-3-04.167, 50, 2200, 90, 12, 3, 45
1687952300148, lulu, dede, asna2392-3-04.168, 50, 2200, 90, 12, 3, 47
1687952300250, lulu, dede, asna2392-3-04.169, 50, 2200, 90, 12, 3, 45
1687952300349, lulu, dede, asna2392-3-04.170, 50, 2200, 90, 12, 3, 50
1687952300454, lulu, dede, asna2392-3-05.239, 50, 2200, 90, 12, 3, 44
1687952300550, lulu, dede, asna2392-3-05.240, 50, 2200, 90, 12, 3, 47
1687952300646, lulu, dede, asna2392-3-07.169, 50, 2200, 90, 12, 3, 45
1687952300758, lulu, dede, asna2392-3-07.170, 50, 2200, 90, 12, 3, 33
1687952513682, gege, dede, asna2392-3-04.217, 50, 2200, 60, 12, 3, 48
1687952513785, gege, dede, asna2392-3-04.218, 50, 2200, 60, 12, 3, 43
1687952513877, gege, dede, asna2392-3-04.219, 50, 2200, 60, 12, 3, 46
1687952513979, gege, dede, asna2392-3-04.220, 50, 2200, 60, 12, 3, 39
1687952514072, gege, dede, asna2392-3-04.221, 50, 2200, 60, 12, 3, 47
1687952514321, gege, dede, asna2392-3-04.185, 50, 2200, 60, 12, 3, 45
1687952514424, gege, dede, asna2392-3-04.213, 50, 2200, 60, 12, 3, 51
1687952514525, gege, dede, asna2392-3-04.214, 50, 2200, 60, 12, 3, 48
1687952514626, gege, dede, asna2392-3-04.215, 50, 2200, 60, 12, 3, 48
1687952514725, gege, dede, asna2392-3-04.216, 50, 2200, 60, 12, 3, 46
1687952514970, gege, dede, asna2392-3-04.222, 50, 2200, 60, 12, 3, 44
1687952515067, gege, dede, asna2392-3-04.223, 50, 2200, 60, 12, 3, 50
1687952515169, gege, dede, asna2392-3-04.224, 50, 2200, 60, 12, 3, 46
1687952515267, gege, dede, asna2392-3-04.225, 50, 2200, 60, 12, 3, 47
1687952515368, gege, dede, asna2392-3-05.249, 50, 2200, 60, 12, 3, 47
1687952515464, gege, dede, asna2392-3-05.250, 50, 2200, 60, 12, 3, 50
1687952515720, gege, dede, asna2392-3-04.229, 50, 2200, 60, 12, 3, 47
1687952515818, gege, dede, asna2392-3-04.228, 50, 2200, 60, 12, 3, 45
1687952515915, gege, dede, asna2392-3-04.227, 50, 2200, 60, 12, 3, 47
1687952516016, gege, dede, asna2392-3-04.226, 50, 2200, 60, 12, 3, 47
1687952516115, gege, dede, asna2392-3-05.246, 50, 2200, 60, 12, 3, 49
1687952516212, gege, dede, asna2392-3-05.245, 50, 2200, 60, 12, 3, 46
1687952516471, gege, dede, asna2392-3-04.179, 50, 2200, 60, 12, 3, 47
1687952516581, gege, dede, asna2392-3-04.177, 50, 2200, 60, 12, 3, 40
1687952516670, gege, dede, asna2392-3-04.176, 50, 2200, 60, 12, 3, 45
1687952516775, gege, dede, asna2392-3-04.178, 50, 2200, 60, 12, 3, 45
1687952516870, gege, dede, asna2392-3-04.175, 50, 2200, 60, 12, 3, 45
1687952517116, gege, dede, asna2392-3-04.184, 50, 2200, 60, 12, 3, 49
1687952517217, gege, dede, asna2392-3-04.183, 50, 2200, 60, 12, 3, 47
1687952517314, gege, dede, asna2392-3-04.182, 50, 2200, 60, 12, 3, 46
1687952517411, gege, dede, asna2392-3-04.181, 50, 2200, 60, 12, 3, 43
1687952517509, gege, dede, asna2392-3-04.180, 50, 2200, 60, 12, 3, 42
1687952517750, gege, dede, asna2392-3-04.171, 50, 2200, 60, 12, 3, 44
1687952517844, gege, dede, asna2392-3-04.172, 50, 2200, 60, 12, 3, 47
1687952517940, gege, dede, asna2392-3-04.173, 50, 2200, 60, 12, 3, 47
1687952518036, gege, dede, asna2392-3-04.174, 50, 2200, 60, 12, 3, 52
1687952518143, gege, dede, asna2392-3-05.241, 50, 2200, 60, 12, 3, 44
1687952518242, gege, dede, asna2392-3-05.242, 50, 2200, 60, 12, 3, 45
1687952518336, gege, dede, asna2392-3-07.171, 50, 2200, 60, 12, 3, 46
1687952518432, gege, dede, asna2392-3-07.172, 50, 2200, 60, 12, 3, 47
1687952518672, gege, dede, asna2392-3-04.167, 50, 2200, 60, 12, 3, 46
1687952518770, gege, dede, asna2392-3-04.168, 50, 2200, 60, 12, 3, 48
1687952518875, gege, dede, asna2392-3-04.169, 50, 2200, 60, 12, 3, 45
1687952518970, gege, dede, asna2392-3-04.170, 50, 2200, 60, 12, 3, 45
1687952519066, gege, dede, asna2392-3-05.239, 50, 2200, 60, 12, 3, 44
1687952519161, gege, dede, asna2392-3-05.240, 50, 2200, 60, 12, 3, 46
1687952519257, gege, dede, asna2392-3-07.169, 50, 2200, 60, 12, 3, 50
1687952519362, gege, dede, asna2392-3-07.170, 50, 2200, 60, 12, 3, 48
1687952547237, gege, dede, asna2392-3-04.217, 50, 2200, 60, 12, 3, 46
1687952547331, gege, dede, asna2392-3-04.218, 50, 2200, 60, 12, 3, 47
1687952547439, gege, dede, asna2392-3-04.219, 50, 2200, 60, 12, 3, 49
1687952547541, gege, dede, asna2392-3-04.220, 50, 2200, 60, 12, 3, 51
1687952547640, gege, dede, asna2392-3-04.221, 50, 2200, 60, 12, 3, 52
1687952547890, gege, dede, asna2392-3-04.185, 50, 2200, 60, 12, 3, 46
1687952547988, gege, dede, asna2392-3-04.213, 50, 2200, 60, 12, 3, 48
1687952548089, gege, dede, asna2392-3-04.214, 50, 2200, 60, 12, 3, 53
1687952548198, gege, dede, asna2392-3-04.215, 50, 2200, 60, 12, 3, 45
1687952548293, gege, dede, asna2392-3-04.216, 50, 2200, 60, 12, 3, 46
1687952548545, gege, dede, asna2392-3-04.222, 50, 2200, 60, 12, 3, 50
1687952548645, gege, dede, asna2392-3-04.223, 50, 2200, 60, 12, 3, 46
1687952548740, gege, dede, asna2392-3-04.224, 50, 2200, 60, 12, 3, 50
1687952548844, gege, dede, asna2392-3-04.225, 50, 2200, 60, 12, 3, 47
1687952548947, gege, dede, asna2392-3-05.249, 50, 2200, 60, 12, 3, 52
1687952549055, gege, dede, asna2392-3-05.250, 50, 2200, 60, 12, 3, 49
1687952549304, gege, dede, asna2392-3-04.229, 50, 2200, 60, 12, 3, 46
1687952549405, gege, dede, asna2392-3-04.228, 50, 2200, 60, 12, 3, 46
1687952549501, gege, dede, asna2392-3-04.227, 50, 2200, 60, 12, 3, 46
1687952549596, gege, dede, asna2392-3-04.226, 50, 2200, 60, 12, 3, 46
1687952549692, gege, dede, asna2392-3-05.246, 50, 2200, 60, 12, 3, 47
1687952549794, gege, dede, asna2392-3-05.245, 50, 2200, 60, 12, 3, 45
1687952550041, gege, dede, asna2392-3-04.179, 50, 2200, 60, 12, 3, 42
1687952550132, gege, dede, asna2392-3-04.177, 50, 2200, 60, 12, 3, 48
1687952550231, gege, dede, asna2392-3-04.176, 50, 2200, 60, 12, 3, 47
1687952550327, gege, dede, asna2392-3-04.178, 50, 2200, 60, 12, 3, 52
1687952550428, gege, dede, asna2392-3-04.175, 50, 2200, 60, 12, 3, 46
1687952550676, gege, dede, asna2392-3-04.184, 50, 2200, 60, 12, 3, 46
1687952550773, gege, dede, asna2392-3-04.183, 50, 2200, 60, 12, 3, 46
1687952550871, gege, dede, asna2392-3-04.182, 50, 2200, 60, 12, 3, 44
1687952550965, gege, dede, asna2392-3-04.181, 50, 2200, 60, 12, 3, 45
1687952551061, gege, dede, asna2392-3-04.180, 50, 2200, 60, 12, 3, 49
1687952551310, gege, dede, asna2392-3-04.171, 50, 2200, 60, 12, 3, 44
1687952551404, gege, dede, asna2392-3-04.172, 50, 2200, 60, 12, 3, 47
1687952551507, gege, dede, asna2392-3-04.173, 50, 2200, 60, 12, 3, 49
1687952551606, gege, dede, asna2392-3-04.174, 50, 2200, 60, 12, 3, 44
1687952551700, gege, dede, asna2392-3-05.241, 50, 2200, 60, 12, 3, 46
1687952551799, gege, dede, asna2392-3-05.242, 50, 2200, 60, 12, 3, 47
1687952551895, gege, dede, asna2392-3-07.171, 50, 2200, 60, 12, 3, 47
1687952551996, gege, dede, asna2392-3-07.172, 50, 2200, 60, 12, 3, 51
1687952552245, gege, dede, asna2392-3-04.167, 50, 2200, 60, 12, 3, 50
1687952552345, gege, dede, asna2392-3-04.168, 50, 2200, 60, 12, 3, 46
1687952552442, gege, dede, asna2392-3-04.169, 50, 2200, 60, 12, 3, 46
1687952552537, gege, dede, asna2392-3-04.170, 50, 2200, 60, 12, 3, 47
1687952552636, gege, dede, asna2392-3-05.239, 50, 2200, 60, 12, 3, 50
1687952552736, gege, dede, asna2392-3-05.240, 50, 2200, 60, 12, 3, 47
1687952552837, gege, dede, asna2392-3-07.169, 50, 2200, 60, 12, 3, 45
1687952552933, gege, dede, asna2392-3-07.170, 50, 2200, 60, 12, 3, 49
1687953041329, dede, dede, asna2392-3-04.217, 50, 2200, 60, 12, 3, 46
1687953041429, dede, dede, asna2392-3-04.218, 50, 2200, 60, 12, 3, 52
1687953041535, dede, dede, asna2392-3-04.219, 50, 2200, 60, 12, 3, 48
1687953041638, dede, dede, asna2392-3-04.220, 50, 2200, 60, 12, 3, 45
1687953041732, dede, dede, asna2392-3-04.221, 50, 2200, 60, 12, 3, 46
1687953041973, dede, dede, asna2392-3-04.185, 50, 2200, 60, 12, 3, 46
1687953042072, dede, dede, asna2392-3-04.213, 50, 2200, 60, 12, 3, 42
1687953042167, dede, dede, asna2392-3-04.214, 50, 2200, 60, 12, 3, 44
1687953042260, dede, dede, asna2392-3-04.215, 50, 2200, 60, 12, 3, 47
1687953042358, dede, dede, asna2392-3-04.216, 50, 2200, 60, 12, 3, 46
1687953042612, dede, dede, asna2392-3-04.222, 50, 2200, 60, 12, 3, 47
1687953042713, dede, dede, asna2392-3-04.223, 50, 2200, 60, 12, 3, 47
1687953042809, dede, dede, asna2392-3-04.224, 50, 2200, 60, 12, 3, 52
1687953042908, dede, dede, asna2392-3-04.225, 50, 2200, 60, 12, 3, 47
1687953043005, dede, dede, asna2392-3-05.249, 50, 2200, 60, 12, 3, 46
1687953043101, dede, dede, asna2392-3-05.250, 50, 2200, 60, 12, 3, 50
1687953043348, dede, dede, asna2392-3-04.229, 50, 2200, 60, 12, 3, 47
1687953043444, dede, dede, asna2392-3-04.228, 50, 2200, 60, 12, 3, 46
1687953043540, dede, dede, asna2392-3-04.227, 50, 2200, 60, 12, 3, 47
1687953043639, dede, dede, asna2392-3-04.226, 50, 2200, 60, 12, 3, 49
1687953043739, dede, dede, asna2392-3-05.246, 50, 2200, 60, 12, 3, 43
1687953043832, dede, dede, asna2392-3-05.245, 50, 2200, 60, 12, 3, 47
1687953044073, dede, dede, asna2392-3-04.179, 50, 2200, 60, 12, 3, 45
1687953044173, dede, dede, asna2392-3-04.177, 50, 2200, 60, 12, 3, 45
1687953044267, dede, dede, asna2392-3-04.176, 50, 2200, 60, 12, 3, 48
1687953044363, dede, dede, asna2392-3-04.178, 50, 2200, 60, 12, 3, 48
1687953044460, dede, dede, asna2392-3-04.175, 50, 2200, 60, 12, 3, 46
1687953044699, dede, dede, asna2392-3-04.184, 50, 2200, 60, 12, 3, 47
1687953044796, dede, dede, asna2392-3-04.183, 50, 2200, 60, 12, 3, 50
1687953044898, dede, dede, asna2392-3-04.182, 50, 2200, 60, 12, 3, 45
1687953044992, dede, dede, asna2392-3-04.181, 50, 2200, 60, 12, 3, 46
1687953045088, dede, dede, asna2392-3-04.180, 50, 2200, 60, 12, 3, 50
1687953045337, dede, dede, asna2392-3-04.171, 50, 2200, 60, 12, 3, 45
1687953045435, dede, dede, asna2392-3-04.172, 50, 2200, 60, 12, 3, 52
1687953045538, dede, dede, asna2392-3-04.173, 50, 2200, 60, 12, 3, 44
1687953045631, dede, dede, asna2392-3-04.174, 50, 2200, 60, 12, 3, 48
1687953045729, dede, dede, asna2392-3-05.241, 50, 2200, 60, 12, 3, 45
1687953045831, dede, dede, asna2392-3-05.242, 50, 2200, 60, 12, 3, 43
1687953045924, dede, dede, asna2392-3-07.171, 50, 2200, 60, 12, 3, 46
1687953046022, dede, dede, asna2392-3-07.172, 50, 2200, 60, 12, 3, 44
1687953058887, dede, dede, asna2392-3-04.167, 60, 2400, 80, 16, 0.1, 55
1687953058993, dede, dede, asna2392-3-04.168, 60, 2400, 80, 16, 0.1, 49
1687953059097, dede, dede, asna2392-3-04.169, 60, 2400, 80, 16, 0.1, 46
1687953059193, dede, dede, asna2392-3-04.170, 60, 2400, 80, 16, 0.1, 49
1687953059293, dede, dede, asna2392-3-05.239, 60, 2400, 80, 16, 0.1, 46
1687953059393, dede, dede, asna2392-3-05.240, 60, 2400, 80, 16, 0.1, 47
1687953059491, dede, dede, asna2392-3-07.169, 60, 2400, 80, 16, 0.1, 52
1687953059595, dede, dede, asna2392-3-07.170, 60, 2400, 80, 16, 0.1, 48
1687955600213, dede, dede, asna2392-3-04.217, 50, 2400, 80, 16, 0.1, 47
1687955600310, dede, dede, asna2392-3-04.218, 50, 2400, 80, 16, 0.1, 45
1687955600406, dede, dede, asna2392-3-04.219, 50, 2400, 80, 16, 0.1, 44
1687955600501, dede, dede, asna2392-3-04.220, 50, 2400, 80, 16, 0.1, 49
1687955600603, dede, dede, asna2392-3-04.221, 50, 2400, 80, 16, 0.1, 46
1687955600853, dede, dede, asna2392-3-04.185, 50, 2400, 80, 16, 0.1, 45
1687955600955, dede, dede, asna2392-3-04.213, 50, 2400, 80, 16, 0.1, 48
1687955601054, dede, dede, asna2392-3-04.214, 50, 2400, 80, 16, 0.1, 44
1687955601152, dede, dede, asna2392-3-04.215, 50, 2400, 80, 16, 0.1, 47
1687955601251, dede, dede, asna2392-3-04.216, 50, 2400, 80, 16, 0.1, 49
1687955601519, dede, dede, asna2392-3-04.222, 50, 2400, 80, 16, 0.1, 45
1687955601618, dede, dede, asna2392-3-04.223, 50, 2400, 80, 16, 0.1, 47
1687955601716, dede, dede, asna2392-3-04.224, 50, 2400, 80, 16, 0.1, 46
1687955601819, dede, dede, asna2392-3-04.225, 50, 2400, 80, 16, 0.1, 46
1687955601913, dede, dede, asna2392-3-05.249, 50, 2400, 80, 16, 0.1, 47
1687955602012, dede, dede, asna2392-3-05.250, 50, 2400, 80, 16, 0.1, 46
1687955602254, dede, dede, asna2392-3-04.229, 50, 2400, 80, 16, 0.1, 49
1687955602358, dede, dede, asna2392-3-04.228, 50, 2400, 80, 16, 0.1, 49
1687955602457, dede, dede, asna2392-3-04.227, 50, 2400, 80, 16, 0.1, 50
1687955602560, dede, dede, asna2392-3-04.226, 50, 2400, 80, 16, 0.1, 46
1687955602662, dede, dede, asna2392-3-05.246, 50, 2400, 80, 16, 0.1, 44
1687955602760, dede, dede, asna2392-3-05.245, 50, 2400, 80, 16, 0.1, 47
1687955603004, dede, dede, asna2392-3-04.179, 50, 2400, 80, 16, 0.1, 47
1687955603106, dede, dede, asna2392-3-04.177, 50, 2400, 80, 16, 0.1, 45
1687955603201, dede, dede, asna2392-3-04.176, 50, 2400, 80, 16, 0.1, 48
1687955603301, dede, dede, asna2392-3-04.178, 50, 2400, 80, 16, 0.1, 42
1687955603396, dede, dede, asna2392-3-04.175, 50, 2400, 80, 16, 0.1, 43
1687955603637, dede, dede, asna2392-3-04.184, 50, 2400, 80, 16, 0.1, 46
1687955603737, dede, dede, asna2392-3-04.183, 50, 2400, 80, 16, 0.1, 46
1687955603835, dede, dede, asna2392-3-04.182, 50, 2400, 80, 16, 0.1, 44
1687955603930, dede, dede, asna2392-3-04.181, 50, 2400, 80, 16, 0.1, 45
1687955604024, dede, dede, asna2392-3-04.180, 50, 2400, 80, 16, 0.1, 46
1687955604268, dede, dede, asna2392-3-04.171, 50, 2400, 80, 16, 0.1, 46
1687955604369, dede, dede, asna2392-3-04.172, 50, 2400, 80, 16, 0.1, 41
1687955604463, dede, dede, asna2392-3-04.173, 50, 2400, 80, 16, 0.1, 44
1687955604557, dede, dede, asna2392-3-04.174, 50, 2400, 80, 16, 0.1, 50
