Drilling UID,Time (µs),T°,RPM,Spindle Amps (%),Spindle Cmd (%),Feed Pos. (µm),Feed Amps (%),Feed Cmd (%),Clamp Pos. (µm),Clamp Amps (%),Clamp Cmd (%)
H22,1925000,48,2402,0.00,0.00,0,0.00,0.87,-6773,22.00,1.34
H22,1930000,48,2402,0.00,0.00,0,0.00,0.87,-6773,21.50,1.34
H22,1935000,48,2402,0.00,0.00,0,0.00,0.87,-6773,21.30,1.34
H22,1940000,48,2402,0.00,0.00,0,0.00,0.87,-6773,22.00,1.34
H22,1945000,48,2402,0.00,0.00,0,0.00,0.87,-6773,21.20,1.34
H22,1950000,48,2402,0.00,0.00,0,0.00,0.87,-6773,21.30,1.34
H22,1955000,48,2402,0.00,0.00,0,0.00,0.87,-6773,21.30,1.34
H22,1960000,48,2402,0.00,0.00,0,0.00,0.87,-6773,21.90,1.34
H22,1965000,48,2402,0.00,0.00,0,0.00,0.87,-6773,21.80,1.34
H22,1970000,48,2402,0.00,0.00,0,0.00,0.87,-6773,21.80,1.34
H22,1975000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.20,1.34
H22,1980000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.20,1.34
H22,1985000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.10,1.34
H22,1990000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.20,1.34
H22,1995000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2000000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.60,1.34
H22,2005000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2010000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.20,1.34
H22,2015000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.20,1.34
H22,2020000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.20,1.34
H22,2025000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2030000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2035000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2040000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.80,1.34
H22,2045000,48,2402,0.00,0.00,0,0.00,0.87,-6772,22.00,1.34
H22,2050000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.60,1.34
H22,2055000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.60,1.34
H22,2060000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2065000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2070000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2075000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2080000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2085000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.80,1.34
H22,2090000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.60,1.34
H22,2095000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.50,1.34
H22,2100000,48,2402,0.00,0.00,0,0.00,0.87,-6772,22.10,1.34
H22,2105000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2110000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2115000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2120000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2125000,48,2402,0.00,0.00,0,0.00,0.87,-6772,22.10,1.34
H22,2130000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.70,1.34
H22,2135000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.60,1.34
H22,2140000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.80,1.34
H22,2145000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2150000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2155000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2160000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2165000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.20,1.34
H22,2170000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.90,1.34
H22,2175000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.70,1.34
H22,2180000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.60,1.34
H22,2185000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2190000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2195000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.20,1.34
H22,2200000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.60,1.34
H22,2205000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2210000,48,2402,0.00,0.00,0,0.00,0.87,-6772,22.00,1.34
H22,2215000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.80,1.34
H22,2220000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2225000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2230000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2235000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2240000,49,2402,0.00,0.00,0,0.00,0.87,-6772,22.10,1.34
H22,2245000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.90,1.34
H22,2250000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2255000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2260000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2265000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2270000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2275000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2280000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2285000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2290000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2295000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2300000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.90,1.34
H22,2305000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2310000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2315000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2320000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2325000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2330000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2335000,48,2402,0.00,0.00,0,0.00,0.87,-6772,22.00,1.34
H22,2340000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.90,1.34
H22,2345000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.80,1.34
H22,2350000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2355000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2360000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2365000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2370000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2375000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.90,1.34
H22,2380000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.90,1.34
H22,2385000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.80,1.34
H22,2390000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2395000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2400000,48,2402,0.00,0.00,0,0.00,0.87,-6772,22.10,1.34
H22,2405000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.30,1.34
H22,2410000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.40,1.34
H22,2415000,48,2402,0.00,0.00,0,0.00,0.87,-6772,22.00,1.34
H22,2420000,48,2402,0.00,0.00,0,0.00,0.87,-6772,22.20,1.34
H22,2425000,48,2402,0.00,0.00,0,0.00,0.87,-6772,21.90,1.34
H22,2430000,49,2402,0.00,0.00,0,0.00,0.87,-6772,21.80,1.34
